RefSeq,D_idx,Distance_bp,Distance_pc
NZ_CP020457,0,244,0
NC_015844,0,7777,0
NC_013512,0,5017,0
NZ_LT853880,0,74206,1
NZ_CP008886,0,2344,0
NZ_CP020598,0,9073,0
NZ_CP017716,0,3361,0
NZ_CP011095,0,588,0
NC_021713,0,3809,0
NZ_CP015069,0,1664,0
NC_017927,0,2197,0
NC_015389,0,3403,0
NC_017663,0,1655,0
NZ_CP016502,0,5891,0
NZ_CP016830,0,123657,2
NC_015276,0,17118,0
NC_013159,0,3072,0
NZ_LT608330,0,18724,0
NZ_CP017754,0,302526,6
NC_015977,0,199,0
NC_020516,0,87780,1
NZ_CP010979,0,8512,0
NC_013552,0,525,0
NC_014106,0,1059,0
NZ_CP009004,0,124262,2
NC_011059,0,3072,0
NC_015572,0,3323,0
NC_017047,0,31096,0
NC_015424,0,3938,0
NC_016041,0,2635,0
NZ_CP016612,0,15485,0
NZ_CP014035,0,4709,0
NC_017310,0,1213086,34
NZ_CP005969,0,10747,0
NZ_CP015377,0,2805,0
NZ_CP016955,0,5254,0
NZ_CP005974,0,2154,0
NC_014166,0,8205,0
NZ_CP009694,0,110486,5
NZ_CP021347,0,9123,0
NZ_LN885086,0,45750,1
NC_010678,0,26198,2
NZ_CP007799,0,1664,0
NZ_CP022522,0,889,0
NC_011274,0,2622,0
NC_014539,0,692,0
NZ_CP011114,0,2758,0
NZ_CP009354,0,2540,0
NZ_CP021766,0,34688,1
NZ_CP011972,0,4471,0
NC_018624,0,114,0
NZ_CP009747,0,17885,0
NC_021716,0,9442,0
NC_022362,0,8530,0
NZ_CP014999,0,10787,0
NZ_CP006803,0,17278,0
NZ_CP015364,0,9133,0
NZ_CP020659,0,18808,0
NZ_CP009290,0,29236,0
NZ_CP010235,0,31272,0
NZ_CP011536,0,4962,0
NC_013729,0,56864,0
NC_020799,0,10597,0
NC_017671,0,7439,0
NC_016944,0,7456,0
NC_013889,0,23966,0
NZ_CP013113,0,9147,0
NZ_CP022272,0,2393,0
NC_022221,0,2685,0
NZ_CP007122,0,315,0
NZ_CP012400,0,115525,1
NZ_CP020578,0,9128,0
NZ_CP010827,0,4853,0
NZ_CP007518,0,3951,0
NZ_CP008788,0,16554,0
NZ_CP010289,0,78194,4
NZ_CP013189,0,3768,0
NZ_CP012019,0,390,0
NC_013361,0,1666,0
NZ_CP011011,0,2577,0
NZ_CP002699,0,7972,1
NZ_CP010229,0,1666,0
NZ_CP012275,0,279,0
NZ_CP011801,0,20739,0
NZ_CP007477,0,1018,0
NC_015930,0,1433,0
NC_020547,0,1,0
NC_018079,0,1931,0
NZ_CP013674,0,28618,0
NZ_CP021070,0,98022,1
NZ_CP007530,0,2683,0
NC_016854,0,2684,0
NC_022040,0,9718,0
NZ_CP011113,0,1663,0
NC_013406,0,2134,0
NZ_CP012952,0,17985,0
NZ_CP010445,0,51544,1
NZ_CP015062,0,89380,1
NZ_CP007448,0,4039,0
NZ_CP018051,0,146,0
NZ_CP013658,0,2354,0
NZ_CP011921,0,147,0
NZ_CP007039,0,9619,0
NZ_AP014582,0,15353,0
NC_010512,0,1896,0
NZ_CP016797,0,1289,0
NZ_CP011930,0,67453,1
NZ_CP013021,0,1650,0
NZ_AP017968,0,150,0
NZ_CP010350,0,5676,0
NZ_CP014748,0,1518,0
NZ_CP011602,0,1664,0
NZ_CP017155,0,1290,0
NC_022349,0,25004,0
NC_010571,0,994612,16
NC_020181,0,1527,0
NC_017186,0,66017,0
NZ_CP004387,0,10862,0
NZ_CP016876,0,475,0
NC_020260,0,114302,2
NC_018625,0,1339,0
NZ_CP017432,0,15118,0
NZ_CP014611,0,2369,0
NZ_CP015002,0,3068,0
NZ_CP018143,0,9126,0
NZ_CP011574,0,1531,0
NC_017770,0,711917,13
NC_020134,0,5359,0
NC_020294,0,2686,0
NZ_CP017792,0,4153,0
NZ_CP009788,0,3114,0
NZ_CP007441,0,16694,0
NC_010002,0,165,0
NZ_CP014049,0,6488,0
NC_010501,0,19435,0
NZ_CP017414,0,1013,0
NZ_CP014759,0,464,0
NZ_CP009633,0,24447,1
NZ_CP015615,0,4177,0
NZ_CP013112,0,1663,0
NZ_CP010103,0,47873,2
NZ_CP009442,0,35685,1
NC_014921,0,70555,6
NC_015947,0,5275,0
NC_015155,0,3228,0
NC_020813,0,8530,0
NZ_CP015519,0,157,0
NZ_CP006720,0,15,0
NZ_CP015596,0,161516,2
NZ_CP011567,0,1300,0
NZ_CP007393,0,1663,0
NZ_CP017644,0,2909,0
NC_010622,0,50069,1
NZ_CP010839,0,41387,1
NZ_CP011786,0,14921,0
NZ_CP009472,0,1764,0
NC_010682,0,70327,1
NC_017964,0,21937,0
NC_013282,0,12789,0
NZ_LT907975,0,644,0
NC_010581,0,68684,1
NZ_CP014784,0,23081,0
NZ_CP011295,0,604,0
NZ_CP017658,0,230,0
NZ_CP009040,0,52973,0
NZ_CP022069,0,2020706,41
NZ_CP014657,0,2686,0
NZ_CP009022,0,46104,0
NC_014500,0,1441,0
NZ_CP025543,0,155,0
NZ_CP021980,0,7158,0
NZ_CP015563,0,5464,0
NZ_CP012331,0,2666,0
NZ_CP014274,0,42512,0
NZ_CP006690,0,3499,0
NZ_CP020892,0,4572,0
NC_013008,0,1661,0
NZ_CP014945,0,9065,0
NC_014209,0,9031,0
NZ_CP007533,0,2689,0
NZ_CP011036,0,10662,0
NZ_CP017780,0,47051,0
NC_017656,0,1661,0
NC_013791,0,1571901,40
NZ_CP009072,0,1659,0
NZ_CP020464,0,330,0
NZ_CP015483,0,175,0
NZ_CP013666,0,31985,0
NC_015740,0,15522,0
NZ_CP012649,0,5231,0
NC_018496,0,603,0
NZ_CP006032,0,4229,0
NZ_CP007390,0,39811,0
NZ_CP020400,0,891,0
NZ_CP007285,0,2683,0
NZ_AP014856,0,2355,0
NC_016894,0,3982,0
NZ_CP013226,0,2687,0
NC_018658,0,81653,1
NC_017522,0,427,0
NC_015259,0,71234,1
NC_016830,0,26380,0
NZ_CP013315,0,15342,0
NZ_CP013014,0,8703,0
NZ_CP021151,0,53747,1
NZ_CP004388,0,1343,0
NC_010634,0,25127,0
NZ_CP012355,0,2624,0
NZ_CP011591,0,1302,0
NZ_CP011376,0,132,0
NZ_CP025425,0,5119,0
NC_017922,0,27811,2
NZ_CP012585,0,5249,0
NZ_CP017062,0,1243,0
NC_018525,0,3087,0
NC_012912,0,78647,1
NC_013170,0,1637,0
NZ_CP015247,0,2372,0
NZ_CP007546,0,1297,0
NC_011094,0,2683,0
NZ_CP017994,0,1916613,34
NZ_CP020327,0,10588,0
NZ_CP010883,0,8111,0
NZ_CP009706,0,144343,3
NC_013223,0,17228,0
NC_016612,0,1686,0
NZ_CP017293,0,18717,0
NZ_CP009553,0,10173,0
NZ_CP015345,0,9984,0
NZ_CP011451,0,381050,9
NZ_CP011061,0,1655,0
NZ_CP009829,0,37946,1
NC_017177,0,8504,2
NZ_CP007434,0,2691,0
NZ_CP010284,0,2695,0
NZ_CP007173,0,1368,0
NZ_CP013831,0,1663,0
NZ_AP013063,0,1416,0
NZ_CP012507,0,4659,0
NZ_CP015227,0,1369,0
NZ_CP010427,0,7125,0
NZ_CP007478,0,6726,0
NZ_CP012004,0,9143,0
NC_010645,0,7929,0
NZ_CP018259,0,324,0
NC_017933,0,12797,0
NC_010995,0,17478,0
NZ_CP012605,0,126032,3
NZ_CP010221,0,1657,0
NZ_CP007598,0,2683,0
NZ_CP014529,0,12392,0
NC_010513,0,8006,0
NZ_CP012680,0,24187,0
NZ_CP015244,0,1660,0
NZ_CP008989,0,124202,2
NZ_CP020046,0,6638,0
NC_020514,0,102240,1
NZ_CP006804,0,518,0
NC_015733,0,1117,0
NC_020908,0,620901,11
NC_015581,0,25672,1
NC_018626,0,2618,0
NC_018497,0,603,0
NC_019382,0,7956,0
NZ_CP011100,0,3949,0
NC_020528,0,24235,0
NZ_CP010238,0,1663,0
NZ_CP008928,0,2683,0
NZ_CP015157,0,2677,0
NC_017569,0,989249,45
NZ_CP021383,0,240127,5
NZ_CP018065,0,73337,2
NZ_CP010781,0,5816,0
NC_014796,0,1342,0
NC_017292,0,114,0
NC_014012,0,30753,0
NZ_CP017009,0,4471,0
NZ_CP007399,0,18816,0
NZ_CP014257,0,289,0
NZ_CP015196,0,1725,0
NZ_CP012950,0,16951,0
NZ_CP015412,0,626141,47
NC_017551,0,1106,0
NZ_LT222319,0,13806,0
NC_022241,0,2685,0
NZ_CP010371,0,1663,0
NZ_CP016904,0,43852,1
NC_022359,0,1895,0
NZ_CP006636,0,52175,1
NZ_CP014983,0,2500,0
NZ_CP011253,0,16099,0
NZ_CP012921,0,2684,0
NC_016781,0,3169,0
NZ_CP013483,0,1659,0
NZ_CP010368,0,9158,0
NZ_CP007744,0,2842,0
NZ_CP014867,0,37311,0
NZ_CP017151,0,3539,0
NZ_CP012833,0,12011,0
NZ_LT906469,0,35755,0
NZ_CP011855,0,478,0
NZ_CP011835,0,27674,0
NC_012724,0,5977,0
NC_014125,0,2871,0
NC_014153,0,46545,1
NZ_CP011028,0,9822,0
NZ_CP021497,0,3876,0
NC_016511,0,4186,0
NZ_CP011477,0,7166,0
NZ_CP012739,0,2758,0
NZ_CP021435,0,44019,1
NC_015558,0,7087,0
NZ_LT906439,0,11914,0
NZ_CP009416,0,1919,0
NZ_CP012685,0,939,0
NZ_CP011312,0,442,0
NZ_CP016872,0,473,0
NC_017121,0,6160,0
NZ_CP011077,0,13064,0
NZ_CP010323,0,28300,0
NZ_CP014477,0,9202,0
NZ_CP022000,0,13724,0
NC_014923,0,157487,2
NZ_CP011052,0,2107,0
NZ_CP006947,0,8299,0
NC_011071,0,6997,0
NZ_CP013236,0,99455,1
NC_013890,0,97,0
NZ_CP015877,0,18822,0
NZ_LT632616,0,338,0
NZ_CP015023,0,1661,0
NC_022082,0,1465,0
NZ_CP018420,0,4676,0
NC_020419,0,253,0
NC_015662,0,9221,2
NZ_CP007280,0,2690,0
NC_022116,0,66163,0
NZ_CP002701,0,7766,1
NZ_CP013097,0,2691,0
NZ_CP013138,0,29671,0
NZ_AP018045,0,16473,0
NZ_CP017886,0,3706,0
NZ_CP011501,0,183392,3
NZ_CP011105,0,301,0
NZ_CP012533,0,14142,0
NZ_CP018058,0,5142,0
NZ_CP009086,0,2685,0
NZ_CP010258,0,41387,1
NC_015690,0,1718,0
NC_011741,0,1664,0
NZ_CP014864,0,2951,0
NZ_CP017652,0,3190,0
NZ_LN813019,0,17224,0
NZ_CP011922,0,145,0
NZ_LM997412,0,4660,0
NC_022269,0,30600,0
NC_016602,0,22319,0
NC_015410,0,59594,1
NC_014964,0,8407,0
NC_022364,0,1661,0
NZ_CP014158,0,740,0
NZ_CP015900,0,1871,0
NC_015726,0,644,0
NZ_CP011747,0,41387,1
NZ_CP011130,0,27404,0
NZ_CP018216,0,5653,0
NC_016832,0,2687,0
NZ_CP010115,0,8434,0
NZ_CP020586,0,9124,0
NZ_CP010812,0,34379,0
NC_020299,0,8079,0
NZ_CP017702,0,4383,0
NC_017564,0,2832,0
NZ_CP013307,0,8670,0
NZ_CP014666,0,2693,0
NZ_LT853882,0,93562,2
NC_010515,0,547,0
NZ_CP007148,0,96879,5
NZ_CP021251,0,3250,0
NZ_CP021703,0,32267,1
NZ_CP014541,0,9229,0
NZ_CP007479,0,6769,0
NZ_CP007329,0,2691,0
NZ_CP002427,0,1500,0
NZ_CP011022,0,12415,0
NZ_CP014663,0,2692,0
NC_017651,0,1655,0
NZ_CP008905,0,26109,0
NZ_CP012937,0,1234853,19
NC_011750,0,1145,0
NZ_CP015137,0,1569,0
NZ_CP007505,0,2683,0
NZ_CP015429,0,3194,0
NC_020211,0,3437,0
NZ_CP000574,0,2337,0
NC_010551,0,46185,1
NZ_AP017620,0,1661,0
NC_010473,0,1663,0
NC_016043,0,2294,0
NC_014315,0,2918,0
NZ_LK021130,0,7154,0
NZ_CP023310,0,3659,0
NZ_CP013611,0,10182,0
NZ_LT599049,0,7129,0
NZ_CP007491,0,1661,0
NZ_CP012583,0,5262,0
NC_012759,0,1657,0
NZ_CP014323,0,12640,0
NZ_CP010516,0,82248,2
NC_010814,0,39538,1
NZ_CP020408,0,8633,0
NZ_CP023173,0,63,0
NZ_LN890331,0,2506,0
NZ_CP021358,0,64346,1
NC_018828,0,15271,0
NZ_CP015110,0,18091,0
NC_017285,0,3300,0
NZ_CP021550,0,86495,2
NZ_CP010196,0,12061,0
NC_022351,0,8530,0
NC_010468,0,68418,1
NC_012880,0,1963,0
NZ_CP009974,0,19954,0
NZ_CP012830,0,47770,0
NZ_CP017601,0,333,0
NZ_CP022449,0,1244,0
NC_018619,0,194,0
NC_012962,0,45753,0
NZ_CP007291,0,2683,0
NZ_CP012737,0,2827,0
NZ_CP014672,0,5372,0
NZ_CP015756,0,10998,0
NZ_CP017748,0,800,0
NC_013960,0,135,0
NZ_CP015565,0,2547,0
NZ_CP012870,0,1659,0
NZ_CP017962,0,1976,0
NZ_CP012873,0,3087,0
NC_015497,0,9650,0
NZ_CP014960,0,47,0
NC_020829,0,52679,0
NZ_CP017261,0,383,0
NZ_CP017797,0,4153,0
NZ_CP023423,0,24337,0
NZ_CP006740,0,124311,4
NC_015602,0,1640,0
NZ_CP015894,0,6683,0
NZ_LN865164,0,61500,1
NC_011184,0,509,0
NZ_CP007142,0,27026,0
NZ_CP017560,0,11236,0
NZ_CP012372,0,1633,0
NC_015555,0,24440,0
NZ_CP007480,0,4761,0
NZ_CP022525,0,20028,0
NZ_CP013184,0,28139,0
NC_010530,0,1150,0
NZ_LN831026,0,11867,0
NZ_CP022606,0,3089,0
NZ_CP017671,0,1061,0
NZ_CP008998,0,124258,2
NZ_CP015411,0,2084,0
NZ_CP012674,0,85873,2
NZ_CP007273,0,2683,0
NZ_AP015029,0,15284,0
NZ_CP015904,0,7131,0
NZ_CP017114,0,56607,1
NZ_CP016833,0,123653,2
NZ_CP011789,0,1869,0
NZ_CP004006,0,386,0
NZ_CP020592,0,9136,0
NC_017100,0,6161,0
NC_022115,0,1671,0
NZ_CP017063,0,11675,0
NZ_CP013675,0,94258,1
NZ_CP017299,0,1434,0
NZ_CP014201,0,518,0
NZ_CP009907,0,6354,0
NZ_CP011525,0,768,0
NZ_CP013016,0,2370,0
NC_016947,0,812,0
NZ_CP013031,0,78603,1
NZ_CP014606,0,3334,0
NZ_CP017082,0,100584,2
NC_011745,0,1663,0
NZ_CP022961,0,10498,0
NC_020887,0,5372,0
NC_017552,0,1448,0
NC_020386,0,60,0
NZ_CP009016,0,124261,2
NZ_CP012678,0,14228,0
NZ_CP012020,0,434,0
NZ_CP015342,0,456,0
NZ_CP010431,0,59299,1
NZ_CP016634,0,26872,0
NC_010397,0,190,0
NZ_CP016782,0,8459,0
NZ_CP013190,0,68247,1
NZ_CP013347,0,62064,1
NC_020518,0,1657,0
NZ_CP011386,0,5402,0
NZ_CP008841,0,1478,0
NZ_CP011134,0,24449,0
NZ_CP009365,0,40025,0
NZ_CP017415,0,16,0
NZ_CP014056,0,2295,0
NC_022041,0,8901,0
NZ_CP020731,0,2311,0
NZ_CP012148,0,3357,0
NZ_CP010892,0,14075,0
NZ_CP012283,0,1605,0
NC_020912,0,18728,0
NZ_CP017646,0,12333,0
NZ_CP009753,0,8532,0
NZ_CP010432,0,1242,0
NZ_CP011566,0,15604,0
NC_011283,0,1396,0
NZ_CP003181,0,2227,0
NZ_CP012581,0,9067,0
NC_018513,0,101450,2
NZ_CP014538,0,173,0
NC_016024,0,13550,0
NC_022223,0,20970,0
NZ_CP010186,0,1664,0
NZ_CP011636,0,1429,0
NZ_CP013136,0,120411,2
NZ_CP021427,0,1526,0
NZ_CP015581,0,4461,0
NZ_CP006027,0,1663,0
NZ_CP010897,0,17828,0
NZ_CP014038,0,14419,0
NZ_CP017314,0,3320,0
NZ_CP011856,0,281,0
NZ_CP016893,0,1442,0
NZ_CP022752,0,4762,0
NZ_CP009089,0,2684,0
NZ_HG322950,0,49817,0
NZ_CP025435,0,7673,0
NZ_CP016552,0,72,0
NC_017125,0,6166,0
NZ_CP015496,0,8935,0
NZ_CP014699,0,5,0
NZ_LT906441,0,4769,0
NC_013315,0,466,0
NZ_CP018029,0,4776,0
NC_013173,0,401407,10
NZ_CP014474,0,36570,0
NZ_CP013004,0,160,0
NZ_LN997846,0,8596,0
NZ_CP020870,0,23620,0
NC_015573,0,15941,0
NZ_CP016432,0,3115,0
NC_020800,0,122982,2
NZ_CP013234,0,58679,1
NC_018620,0,114,0
NZ_CP014975,0,1789,0
NZ_CP013762,0,1472,0
NZ_CP006256,0,85641,1
NC_010162,0,26714,0
NC_010602,0,5384,0
NZ_CP013737,0,109653,1
NZ_CP013720,0,2677,0
NZ_CP010443,0,58796,1
NZ_CP009654,0,636,0
NC_012695,0,13045,0
NZ_CP005975,0,7299,0
NZ_CP014241,0,4835,0
NZ_CP015371,0,13552,0
NZ_CP010440,0,53358,1
NZ_CP020579,0,36450,0
NZ_CP021169,0,4610,0
NC_015958,0,1782,0
NZ_CP011539,0,1529,0
NZ_CP022099,0,18468,0
NZ_CP014947,0,13154,0
NZ_CP022002,0,16039,0
NZ_CP010975,0,523,0
NZ_CP021774,0,366,0
NZ_CP020472,0,15462,0
NZ_CP010310,0,16087,0
NC_018108,0,3488,0
NZ_CP009790,0,8073,0
NZ_LN871187,0,7788,0
NZ_CP003424,0,3329,0
NZ_CP015850,0,9881,0
NZ_CP021704,0,20375,1
NZ_CP013816,0,1482,0
NZ_CP011923,0,146,0
NZ_CP010050,0,7122,0
NZ_CP020562,0,14041,0
NZ_CP020052,0,159896,3
NZ_CP014760,0,464,0
NZ_CP011072,0,44919,0
NC_022360,0,18871,0
NZ_CP006693,0,2514,0
NZ_CP011012,0,22904,2
NZ_AP017630,0,4477,0
NZ_CP023208,0,2565,0
NZ_CP007576,0,9425,0
NC_014212,0,43951,1
NZ_CP017757,0,5479,0
NZ_CP017152,0,9132,0
NC_013720,0,2716,0
NC_017281,0,8841,0
NZ_CP015927,0,148,0
NC_011080,0,2685,0
NZ_CP011650,0,1361,0
NZ_CP012508,0,1481,0
NZ_LT883143,0,18814,0
NZ_CP020603,0,25919,0
NZ_CP014965,0,2686,0
NZ_CP013119,0,7953,0
NC_015968,0,27399,0
NZ_CP006580,0,94973,1
NZ_CP011612,0,1784,0
NZ_CP012969,0,17638,0
NZ_CP009007,0,46102,0
NZ_CP009444,0,44486,2
NZ_CP013317,0,7456,0
NZ_CP023794,0,3484,0
NZ_CP015901,0,6094,0
NZ_CP011827,0,124262,2
NZ_CP015939,0,148,0
NC_016933,0,1260,0
NZ_LT629973,0,1423971,46
NC_022270,0,26740,1
NZ_CP006954,0,1820,0
NZ_CP010230,0,1661,0
NZ_CP005960,0,30219,0
NZ_LT906451,0,854,0
NZ_CP011377,0,752,0
NZ_CP005970,0,249068,4
NZ_CP007523,0,2481,0
NZ_CP007014,0,14939,0
NZ_CP010213,0,95022,1
NZ_CP010226,0,1957,0
NZ_CP009157,0,101863,2
NC_015559,0,4860,0
NZ_CP009034,0,52971,0
NZ_CP014768,0,66840,1
NZ_CP012187,0,683,0
NZ_CP015955,0,33201,0
NZ_CP006829,0,1884,0
NZ_CP016873,0,477,0
NZ_LT605059,0,769,0
NZ_CP005930,0,1661,0
NZ_CP013921,0,317,0
NC_014136,0,2426,0
NZ_CP010376,0,1948,0
NC_018000,0,59031,0
NZ_CP012460,0,26329,0
NZ_CP014281,0,111805,12
NZ_CP013120,0,9983,0
NZ_CP009102,0,2685,0
NC_016860,0,2684,0
NZ_CP012579,0,5264,0
NZ_CP007473,0,4761,0
NZ_AP014857,0,2232,0
NZ_CP013781,0,1481,0
NC_017856,0,7936,0
NZ_CP012559,0,2052,0
NZ_CP007804,0,2685,0
NZ_CP011975,0,35907,0
NZ_CP018828,0,4351,0
NZ_CP011041,0,11681,0
NZ_AP017610,0,1663,0
NZ_CP023969,0,19650,0
NZ_CP007442,0,56333,1
NZ_CP010143,0,297503,6
NZ_CP020703,0,14691,0
NZ_CP015121,0,9140,0
NZ_CP010555,0,18716,0
NZ_CP011791,0,2690,0
NC_016805,0,4463,0
NC_014388,0,1065,0
NZ_CP016914,0,84805,2
NZ_CP011279,0,1921301,34
NZ_CP008889,0,60078,1
NC_020505,0,475,0
NZ_CP020588,0,106019,2
NC_010694,0,5936,0
NZ_CP015909,0,6682,0
NZ_CP015931,0,148,0
NZ_CP012381,0,8984,0
NC_015964,0,10549,0
NZ_CP023511,0,698,0
NZ_CP009049,0,2686,0
NZ_CP013478,0,1644,0
NZ_CP011994,0,41560,1
NZ_CP007216,0,1788,0
NZ_CP007391,0,73416,1
NZ_CP015574,0,1306516,26
NC_015379,0,24259,0
NC_016901,0,12447,0
NZ_CP018321,0,12397,0
NZ_CP012351,0,2624,0
NC_013132,0,2721,0
NC_014039,0,2583,0
NZ_CP021323,0,34771,0
NZ_CP011346,0,3330,0
NZ_CP017290,0,182319,3
NZ_CP012608,0,4650,0
NC_014414,0,807092,27
NZ_CP015074,0,1666,0
NZ_CP013309,0,8672,0
NZ_CP011030,0,767,0
NZ_CP014659,0,2508,0
NZ_CP009025,0,46102,0
NZ_CP019338,0,18840,0
NC_015635,0,10013,0
NZ_CP017602,0,333,0
NZ_CP008992,0,124183,2
NZ_CP013932,0,4424,0
NZ_CP014262,0,9441,0
NZ_CP010816,0,54343,1
NZ_CP014544,0,24603,0
NZ_CP016945,0,272,0
NZ_CP015896,0,7255,0
NC_017673,0,13148,0
NZ_CP007136,0,1663,0
NZ_CP010912,0,19195,0
NZ_CP016448,0,12107,0
NC_014168,0,24016,0
NZ_CP007044,0,2391,0
NZ_CP007534,0,2692,0
NZ_CP015946,0,148,0
NZ_CP011495,0,1661,0
NZ_CP013025,0,1659,0
NZ_CP012749,0,60757,0
NZ_CP007025,0,2357,0
NZ_CP018254,0,9249,0
NC_020888,0,8619,0
NC_014501,0,2992453,49
NZ_CP011955,0,112046,2
NZ_CP007494,0,5210,0
NZ_LT799838,0,13972,0
NZ_CP010415,0,6599,0
NZ_CP007444,0,94073,1
NZ_CP011807,0,14306,0
NZ_CP022521,0,258,0
NZ_CP012288,0,1607,0
NZ_CP011018,0,1666,0
NZ_CP010236,0,1655,0
NZ_CP013696,0,18827,0
NC_010623,0,1709,0
NZ_CP011237,0,41387,1
NZ_CP018620,0,2662,0
NZ_CP020931,0,4939,0
NZ_CP019320,0,6494,0
NZ_CP011883,0,7717,0
NZ_CP007333,0,2684,0
NZ_CP011124,0,1660,0
NC_016937,0,4609,0
NZ_CP011748,0,65903,1
NZ_CP007531,0,2686,0
NZ_CP007282,0,2685,0
NC_018661,0,31121,0
NZ_CP011117,0,2790,0
NZ_CP020431,0,695,0
NZ_CP010446,0,1389,0
NZ_CP021780,0,3130,0
NZ_CP022089,0,140,0
NZ_CP012890,0,14246,0
NZ_CP016987,0,7496,0
NZ_CP010397,0,9172,0
NZ_LT969520,0,18718,0
NZ_CP017457,0,478,0
NZ_CP013213,0,12650,0
NZ_CP013801,0,1481,0
NZ_CP012077,0,20893,0
NZ_LT632617,0,56920,1
NZ_CP017996,0,1299,0
NZ_CP007566,0,9424,0
NZ_CP007159,0,5210,0
NZ_CP011010,0,13743,0
NZ_CP013232,0,126966,2
NZ_CP011257,0,143760,4
NZ_CP013662,0,1664,0
NZ_CP010818,0,562,0
NZ_CP011110,0,14934,0
NZ_CP023736,0,1,0
NZ_CP009888,0,4712,0
NZ_CP012091,0,2683,0
NZ_CP015832,0,2491,0
NZ_CP011915,0,1659,0
NZ_CP010844,0,41387,1
NZ_CP014865,0,361783,32
NZ_CP012413,0,1010,0
NZ_CP011005,0,1182,0
NZ_CP006569,0,2457,0
NZ_CP023320,0,3663,0
NZ_LK028559,0,63,0
NZ_CP014673,0,381,0
NC_020283,0,2323,0
NZ_CP011378,0,586,0
NZ_CP014943,0,1409,0
NZ_CP015285,0,545614,17
NZ_CP017295,0,12740,0
NZ_CP006664,0,1331,0
NZ_CP015918,0,1658,0
NZ_CP015346,0,9980,0
NZ_CP014043,0,4165,0
NC_012917,0,1837,0
NZ_CP007394,0,1663,0
NZ_CP011581,0,1363,0
NZ_CP013484,0,10586,0
NZ_CP007474,0,4284,0
NZ_CP024180,0,4411,0
NZ_CP018071,0,12617,0
NZ_CP009083,0,2692,0
NZ_CP006834,0,740593,14
NC_011147,0,2685,0
NC_015675,0,34699,0
NZ_CP015935,0,127,0
NZ_CP017654,0,3190,0
NC_013353,0,69260,1
NZ_CP011158,0,529,0
NZ_LT906476,0,330,0
NZ_CP015159,0,44211,0
NZ_CP021428,0,9169,0
NZ_CP015566,0,5436,0
NC_013364,0,1657,0
NZ_CP004078,0,1611,0
NZ_CP021104,0,2732,0
NZ_CP015404,0,150016,3
NZ_CP019118,0,92775,2
NZ_CP009110,0,151327,2
NZ_CP015749,0,8843,0
NZ_CP016790,0,18020,0
NZ_CP018059,0,908,0
NZ_CP007003,0,16073,0
NZ_CP012006,0,76,0
NZ_CP014608,0,99,0
NC_010524,0,26188,0
NZ_CP013222,0,2687,0
NZ_CP013768,0,1477,0
NZ_CP009452,0,144380,3
NZ_CP019030,0,24402,1
NZ_CP022132,0,30546,1
NZ_CP013102,0,49407,1
NZ_CP017014,0,8650,0
NC_012721,0,7041,0
NZ_LT906443,0,1696,0
NZ_CP009984,0,208,0
NZ_CP022654,0,3665,0
NZ_CP015003,0,16039,0
NZ_CP016894,0,4359,0
NZ_CP009455,0,49450,1
NC_022369,0,6465,0
NZ_CP011303,0,67139,1
NZ_CP003182,0,5227,0
NZ_CP023799,0,3486,0
NZ_CP018799,0,3006,0
NZ_CP020880,0,4621,0
NZ_CP009087,0,2690,0
NZ_CP013350,0,786,0
NZ_CP014255,0,4590,0
NZ_CP021849,0,158857,5
NZ_CP015622,0,16885,0
NZ_LN831776,0,2017,0
NZ_CP012868,0,1659,0
NZ_CP014994,0,26870,0
NZ_CP011849,0,1482,0
NZ_CP021646,0,10899,0
NZ_CP017706,0,8493,0
NZ_CP017810,0,31393,0
NZ_CP015240,0,1663,0
NZ_CP010240,0,1668,0
NZ_CP023668,0,6004,0
NZ_CP010304,0,1663,0
NZ_CP007255,0,42738,0
NZ_CP015498,0,8813,0
NZ_CP007258,0,2690,0
NC_020284,0,8148,0
NZ_CP016355,0,559,0
NZ_CP013835,0,1661,0
NZ_CP014702,0,5502,0
NZ_CP009561,0,2691,0
NZ_CP016414,0,8827,0
NZ_CP017153,0,1292,0
NZ_CP015905,0,7111,0
NZ_CP020595,0,9124,0
NZ_CP006955,0,19750,0
NZ_CP007286,0,2685,0
NZ_CP012924,0,2677,0
NZ_CP017916,0,2372,0
NZ_CP019699,0,4310,0
NZ_CP018871,0,6314,0
NZ_CP013051,0,11326,0
NZ_CP006883,0,16266,0
NZ_CP015228,0,1661,0
NZ_CP019732,0,2922,0
NZ_CP007245,0,2691,0
NZ_CP017065,0,4805,0
NZ_CP015020,0,1661,0
NZ_CP013319,0,7456,0
NZ_CP023780,0,3287,0
NZ_CP018031,0,30574,0
NZ_CP009001,0,124262,2
NZ_CP012687,0,20488,0
NZ_CP013997,0,20968,0
NZ_CP013650,0,53619,1
NZ_CP010200,0,1663,0
NC_011138,0,87340,1
NZ_CP014866,0,7814,0
NZ_CP015902,0,6907,0
NZ_CP013145,0,2628,0
NZ_CP018260,0,593,0
NZ_CP012675,0,85876,2
NC_011751,0,1663,0
NZ_CP011755,0,41387,1
NZ_CP015863,0,48057,1
NZ_CP015376,0,145987,9
NZ_CP007475,0,6795,0
NZ_LT853885,0,123651,2
NZ_CP017085,0,100588,2
NZ_CP020038,0,10006,0
NZ_CP010822,0,17426,0
NZ_CP012998,0,8673,0
NZ_CP015928,0,148,0
