RefSeq,Sequence_length,False_order,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9
NZ_CP011742,4105343,True,0.6770769214655146,315.6621603965759,4101622,3477460,732473,nan,nan,nan,nan,nan,nan,nan,0.4623459773722602,0.4402025872078672,0.08360693660165659,nan,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.32142857142857145,0.25,nan,nan,nan,nan,nan,nan,nan,0.958466503545352,0.9991791901950301,0.000820809804969791,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP007215,4902027,False,0.5374417562367567,387.9079797267914,4895731,4422596,nan,nan,nan,nan,nan,nan,nan,nan,0.5427522040588263,0.20593215012831204,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.125,nan,nan,nan,nan,nan,nan,nan,nan,0.7532566121764789,0.49279645038493614,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011030,3403660,False,0.40410352385373394,258.3801248073578,3394874,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019699,3629225,False,0.5044374487666099,263.4128520488739,2673,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007271,4685848,False,0.5216684365348598,354.425705909729,3956998,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554489373606636,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663468120819909,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007259,4711474,False,0.5215671358899572,370.9277334213257,3978503,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554540773537202,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663622320611606,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013993,7055752,False,0.6576367763492821,561.5193500518799,1873,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009823,2788789,True,0.5290568773758072,219.5975706577301,2739450,2468497,724078,1605432,1163944,nan,nan,nan,nan,nan,0.4442245737718457,0.08663962375901851,0.339994339441874,0.04386594418879303,0.1482982620964531,nan,nan,nan,nan,nan,0.3333333333333333,0.25925925925925924,0.25925925925925924,0.1111111111111111,0.037037037037037035,nan,nan,nan,nan,nan,0.9993403879822037,0.0006596120177962961,0.7607237590663628,0.020486721455267976,0.4078577492523223,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan
NZ_CP011734,4113693,True,0.676998016137811,291.95425033569336,3780593,42652,3355253,581231,nan,nan,nan,nan,nan,nan,0.12022981623442275,0.3030521052769595,0.27198358726024086,0.3465038649918854,nan,nan,nan,nan,nan,nan,0.36,0.32,0.28,0.04,nan,nan,nan,nan,nan,nan,0.0006894487032682584,0.5891563158308786,0.5359507617807225,0.9995115949756562,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP019338,6661962,False,0.6613469125161626,513.0987198352814,6642860,1147964,1774313,nan,nan,nan,nan,nan,nan,nan,0.6059321133297592,0.1494866908936635,0.030431523033877184,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,0.9996145218074594,0.3575509817718996,0.00038547819254064475,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP009607,1870206,False,0.3247829383501069,153.57636260986328,835802,14660,nan,nan,nan,nan,nan,nan,nan,nan,0.5923238891293575,0.07434277753730911,nan,nan,nan,nan,nan,nan,nan,nan,0.7777777777777778,0.2222222222222222,nan,nan,nan,nan,nan,nan,nan,nan,0.9991938896102949,0.000806110389705128,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012097,5439574,False,0.5623587435339605,420.50791478157043,5437474,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015876,6077201,False,0.6176167284906324,479.05596232414246,29326,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015641,5030940,False,0.6028432062397882,366.0781943798065,1673363,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011443,4104305,True,0.6770856454381436,315.8022654056549,3740544,3320916,49103,580181,nan,nan,nan,nan,nan,nan,0.1366030637110963,0.27993039325105323,0.2623583197036358,0.36339693628890374,nan,nan,nan,nan,nan,nan,0.4090909090909091,0.3181818181818182,0.18181818181818182,0.09090909090909091,nan,nan,nan,nan,nan,nan,0.0007182820423797809,0.5216093615713415,0.6052567772927255,0.9992817179576202,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP015571,2333691,False,0.40219334950514013,193.86234664916992,1005646,389043,959,nan,nan,nan,nan,nan,nan,nan,0.15024083573490385,0.3007472694618349,0.3664258309317628,nan,nan,nan,nan,nan,nan,nan,0.45,0.45,0.1,nan,nan,nan,nan,nan,nan,nan,0.0007225072047115644,0.45224180838550465,0.9992774927952884,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP010440,4621164,False,0.507889787075291,353.3848090171814,4611894,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT594095,4042750,False,0.39083049904149403,280.23954582214355,4033292,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015766,4120993,True,0.6768832172245864,341.6007881164551,1786431,2640998,3148894,nan,nan,nan,nan,nan,nan,nan,0.15830783716328914,0.42350346147678425,0.3855518119595179,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.3684210526315789,0.15789473684210525,nan,nan,nan,nan,nan,nan,nan,0.0012393009635516261,0.9020893317987737,0.9987606990364484,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP011849,3184851,False,0.3972722742759394,213.59582352638245,1809,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012355,2493976,False,0.6011016144501792,192.33334374427795,2493334,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP005188,3351250,False,0.623170160387915,269.7018663883209,3205964,2433872,355533,1853302,nan,nan,nan,nan,nan,nan,0.42178712167247284,0.23809478616307977,0.1158472869296777,0.25181031610388444,nan,nan,nan,nan,nan,nan,0.3225806451612903,0.2903225806451613,0.2903225806451613,0.0967741935483871,nan,nan,nan,nan,nan,nan,0.9427807198561282,0.42396177784407807,0.05721928014387179,0.6586567547632662,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP013828,3554854,False,0.3917027253439944,262.6392092704773,6017,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011296,2003803,True,0.3412890388925458,161.64541125297546,1999112,315142,1450789,623264,847410,nan,nan,nan,nan,nan,0.37221482296989344,0.3971828549845943,0.13056632713113756,0.03871458091284163,0.1468470989372501,nan,nan,nan,nan,nan,0.46153846153846156,0.19230769230769232,0.11538461538461539,0.11538461538461539,0.11538461538461539,nan,nan,nan,nan,nan,0.6551060073712188,0.9992408726460905,0.2763143660087972,0.0007591273539094834,0.32515668142713483,nan,nan,nan,nan,nan,0,0,0,0,0,nan,nan,nan,nan,nan
NZ_CP012480,2074179,False,0.3572743721732792,163.47001457214355,1049,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007252,4679808,False,0.5217325155220043,358.09457302093506,3946355,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554516661256966,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663549983770898,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010508,3532883,False,0.6671947528406686,269.0487337112427,99255,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN868200,3819158,False,0.3903734802278408,263.07952857017517,3809674,2812882,nan,nan,nan,nan,nan,nan,nan,nan,0.6331044128063252,0.033562253860341444,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9993132384189757,0.0006867615810243199,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007639,4751585,True,0.5218212449109086,354.0979220867157,3980720,3008180,181,813928,nan,nan,nan,nan,nan,nan,0.24725225613473922,0.32688383659423415,0.3703213336014837,0.08222221158133203,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.03571428571428571,nan,nan,nan,nan,nan,nan,0.42032819697564616,0.659222938354131,0.7895354293758798,0.21095234902971038,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP012924,4790331,False,0.5217512109288481,365.6659836769104,4055903,821768,nan,nan,nan,nan,nan,nan,nan,nan,0.5450199874640443,0.05901720884990496,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.735059962392133,0.07705162654971487,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013679,4951791,False,0.6367831356371866,397.945041179657,4735636,204027,4318779,1039095,nan,nan,nan,nan,nan,nan,0.5270444837588856,0.22761148831723563,0.3774805287261058,0.022519471273894167,nan,nan,nan,nan,nan,nan,0.6,0.2,0.13333333333333333,0.06666666666666667,nan,nan,nan,nan,nan,nan,0.9811334512766567,0.4828344649517069,0.9991082528449842,0.0008917471550158318,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP014281,897443,True,0.27216658885299677,57.36539697647095,785555,575852,13111,328229,671217,84620,nan,nan,nan,nan,0.13580246913580246,0.08641975308641975,0.06172839506172839,0.024691358024691357,0.012345679012345678,0.012345679012345678,nan,nan,nan,nan,0.4074074074074074,0.25925925925925924,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.037037037037037035,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan
NZ_CP006830,5006568,False,0.506998207155081,361.2054708003998,3054482,3503356,4344519,2582,nan,nan,nan,nan,nan,nan,0.5639955387578377,0.051389076626777684,0.282369093838666,0.13901597274613495,nan,nan,nan,nan,nan,nan,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693,nan,nan,nan,nan,nan,nan,0.9996789239658207,0.00032107603417919073,0.770184204592921,0.34012484131532794,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP013234,5730025,False,0.5873778910214179,436.81593346595764,5675552,4702160,4176485,nan,nan,nan,nan,nan,nan,nan,0.5206555236290328,0.24194247717238815,0.021011143037633923,nan,nan,nan,nan,nan,nan,nan,0.5625,0.375,0.0625,nan,nan,nan,nan,nan,nan,nan,0.9994665708870982,0.35082743151716445,0.0005334291129017732,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP010256,4107437,True,0.677058710821371,291.7943768501282,4103701,3478505,733526,nan,nan,nan,nan,nan,nan,nan,0.46280740022065303,0.44020258863148104,0.08360693517804281,nan,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.32142857142857145,0.25,nan,nan,nan,nan,nan,nan,nan,0.9598507720905306,0.9991791944658716,0.0008208055341284437,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_017856,2697465,True,0.47797394961565765,185.41200757026672,1995787,1491748,1263696,799988,nan,nan,nan,nan,nan,nan,0.3962295509885904,0.48311248881107766,0.016887511188922347,0.18179471203616873,nan,nan,nan,nan,nan,nan,0.45,0.45,0.05,0.05,nan,nan,nan,nan,nan,nan,0.7386886529657712,0.999337466433233,0.0006625335667670429,0.4953841361085062,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP011744,4111653,False,0.6770170050828705,310.7651741504669,3779075,70128,3354176,578087,nan,nan,nan,nan,nan,nan,0.3012878575336494,0.11561526275439467,0.26824418445558756,0.3459231987840669,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.34615384615384615,0.2692307692307692,0.038461538461538464,nan,nan,nan,nan,nan,nan,0.557709726447102,0.000691942109337873,0.5355017841359935,0.9993080578906621,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP007744,5004926,False,0.5114718978862025,392.98362946510315,2679,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT799838,3309148,False,0.4200854721517442,250.72702741622925,14111,1140739,nan,nan,nan,nan,nan,nan,nan,nan,0.6331158585231805,0.033550808143486106,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9993475755695417,0.0006524244304583204,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018319,6126864,False,0.5894968453682015,463.3966624736786,2413522,6094447,nan,nan,nan,nan,nan,nan,nan,nan,0.5332413948283433,0.13342527183832334,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.99972418448503,0.00027581551497002366,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020581,3932204,False,0.39072108161224595,315.98102498054504,2408133,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009850,4761385,False,0.5511213648969785,398.0337564945221,14384,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554480975862554,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663442927587662,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012199,4679853,False,0.6618569002060535,355.9064185619354,4032,3859177,nan,nan,nan,nan,nan,nan,nan,nan,0.47695294199639066,0.18971372467027603,nan,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,0.7641921593225052,0.23580784067749483,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011167,4105364,True,0.6770778425494061,302.3383831977844,3476429,45311,735651,nan,nan,nan,nan,nan,nan,nan,0.4269856977454409,0.4484451000175258,0.09001643844401269,nan,nan,nan,nan,nan,nan,nan,0.38461538461538464,0.34615384615384615,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan,0.896341708620938,0.9991814538987311,0.0008185461012688577,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_AP017581,1284030,False,0.3235368332515595,109.5574221611023,472785,9354,252807,nan,nan,nan,nan,nan,nan,nan,0.26306524572865103,0.31470712227722514,0.172472364902262,nan,nan,nan,nan,nan,nan,nan,0.5384615384615384,0.23076923076923078,0.23076923076923078,nan,nan,nan,nan,nan,nan,nan,0.2507341987244146,0.7133521360624447,0.28664786393755526,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP007039,5986012,False,0.5810337500158703,444.72724962234497,5978599,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013189,3345119,False,0.5400459595009923,231.74201440811157,3769,1932691,nan,nan,nan,nan,nan,nan,nan,nan,0.6331744778288663,0.03349218883780041,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9995234334865988,0.000476566513401222,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007476,1176202,False,0.30105458076078767,92.47682642936707,1169198,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015945,3416875,False,0.38293586976403876,257.12143659591675,422,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022525,6943220,False,0.6602557602956554,589.471880197525,1872843,6943213,3644316,nan,nan,nan,nan,nan,nan,nan,0.4832101579539887,0.15012317537934466,0.04399824550191372,nan,nan,nan,nan,nan,nan,nan,0.45,0.45,0.1,nan,nan,nan,nan,nan,nan,nan,0.999630473861966,0.00036952613803398204,0.03199473650574114,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP008788,6152190,False,0.5591356898925424,443.44225335121155,6143064,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554685327680666,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6664055983041999,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007333,4685848,False,0.5216671560835947,384.49272441864014,3956998,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5554489373606636,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663468120819909,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015775,3950556,True,0.5341235512165883,294.6249575614929,3763377,3014200,2310280,nan,nan,nan,nan,nan,nan,nan,0.15806935277299033,0.4735095945954307,0.19656895736644342,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.42105263157894735,0.10526315789473684,nan,nan,nan,nan,nan,nan,nan,0.000523847792655241,0.9994761522073448,0.4844437142045934,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP009125,4991806,False,0.5113205521208156,350.4432029724121,2921,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023310,3323092,False,0.4494645348368327,246.92196226119995,10932,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020942,1048812,False,0.41284996739167745,90.25095272064209,726831,4,820804,nan,nan,nan,nan,nan,nan,nan,0.3254281799680361,0.2994478737256239,0.10320595774581386,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.22628453990410824,0.7316769545102051,0.22628453990410824,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NC_020912,6421010,False,0.6642341313905444,504.9409399032593,6402502,1695670,2777288,nan,nan,nan,nan,nan,nan,nan,0.6059788530931608,0.030384783270475585,0.1611917080370654,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,0.9997547410976642,0.00024525890233584313,0.39266603320210525,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP015426,1667096,False,0.381461535508453,127.79403376579285,109079,1648794,534793,nan,nan,nan,nan,nan,nan,nan,0.5290910424746221,0.3632629439053701,0.030676450034023778,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,0.7690913092420482,0.9988797408070196,0.0011202591929804218,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP003182,2729888,False,0.5872457038530519,197.72520232200623,2727471,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023969,6499364,False,0.5972535158824771,513.2703244686127,1901350,1362539,130192,nan,nan,nan,nan,nan,nan,nan,0.5832033533862812,0.05568553550260777,0.2653879620390465,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.9996100601588433,0.00038993984115665015,0.7128305527838062,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan
NZ_CP011736,4091930,False,0.6769238476709034,315.52732825279236,3760922,71207,3337676,581227,nan,nan,nan,nan,nan,nan,0.30179427705530115,0.11561495762719243,0.26880420224222995,0.3459895767257009,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.34615384615384615,0.2692307692307692,0.038461538461538464,nan,nan,nan,nan,nan,nan,0.5592289850120573,0.0006910267277311366,0.5371818374959206,0.9995071917155642,nan,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,nan,nan
NZ_CP014232,3042917,True,0.6845825896664286,236.40131950378418,1171073,576658,1691685,2184930,2780890,2527861,nan,nan,nan,nan,0.29259488242193976,0.40626483486940573,0.07340996187856176,0.2598876710394464,0.1290652891993945,0.04941534565074703,nan,nan,nan,nan,0.2926829268292683,0.21951219512195122,0.21951219512195122,0.12195121951219512,0.07317073170731707,0.07317073170731707,nan,nan,nan,nan,0.585101720436551,0.999282309486266,0.0007176905137340484,0.657711793606144,0.31402513589086645,0.075075305244924,nan,nan,nan,nan,0,0,0,0,0,0,nan,nan,nan,nan
