RefSeq,Sequence_length,False_order,GC_Concentration,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Occurance_oriC_0,Occurance_oriC_1,Occurance_oriC_2,Occurance_oriC_3,Occurance_oriC_4,Occurance_oriC_5,Occurance_oriC_6,Occurance_oriC_7,Occurance_oriC_8,Occurance_oriC_9
NZ_CP009083,4678914,False,0.5217272640617032,3950196,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_019701,4557046,True,0.46314761799639503,4551021,3107405,2093693,3653611,1440156,576717,938496,4031926,nan,nan,0.3103448275862069,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.034482758620689655,nan,nan
NZ_CP015425,1589620,True,0.37924032158629106,292892,75,855105,1024294,nan,nan,nan,nan,nan,nan,0.047619047619047616,0.42857142857142855,0.42857142857142855,0.09523809523809523,nan,nan,nan,nan,nan,nan
NZ_CP006834,5114241,False,0.5063157954425691,16716,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011147,4581797,False,0.5218367378563477,3857359,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015675,6884444,False,0.6286745886813808,34946,6193722,2988348,761348,5358694,5741933,nan,nan,nan,nan,0.5625,0.1875,0.0625,0.0625,0.0625,0.0625,nan,nan,nan,nan
NZ_CP015935,3409361,False,0.3826265391080616,401,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017654,3982361,False,0.3906687515270464,6745,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015768,4115775,True,0.676951971378416,6813,3271840,530034,3779659,nan,nan,nan,nan,nan,nan,0.13636363636363635,0.4090909090909091,0.3181818181818182,0.13636363636363635,nan,nan,nan,nan,nan,nan
NC_013353,5449314,False,0.5065516503545217,4607511,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011158,2265514,False,0.4535632973356157,196,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906476,3426113,False,0.3829967079311161,3425403,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011745,4110592,True,0.6770282723267111,3480608,15730,734575,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP015159,5012253,False,0.5073816106250024,629023,1500677,nan,nan,nan,nan,nan,nan,nan,nan,0.875,0.125,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021428,4070270,False,0.3897726686436035,1319984,4067739,2009497,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan
NZ_CP011742,4105343,True,0.6770769214655146,3477460,4101622,732473,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NZ_CP015566,2334516,False,0.4039466853086464,2330909,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013884,4113750,True,0.6769956852020662,3782747,578085,70170,3358072,nan,nan,nan,nan,nan,nan,0.041666666666666664,0.375,0.2916666666666667,0.2916666666666667,nan,nan,nan,nan,nan,nan
NC_013364,5371077,False,0.5061707363346308,4603808,5225355,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP004078,5270569,False,0.5263801688204822,1366,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021104,2239921,False,0.5098920899442436,2238587,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015404,4468297,False,0.4324618529162229,235567,768857,nan,nan,nan,nan,nan,nan,nan,nan,0.9230769230769231,0.07692307692307693,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013904,4108471,True,0.6770460348874313,3479540,4104733,733553,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NZ_CP013881,4105336,True,0.6770775887771427,3740524,71224,579134,3321947,nan,nan,nan,nan,nan,nan,0.07407407407407407,0.3333333333333333,0.3333333333333333,0.25925925925925924,nan,nan,nan,nan,nan,nan
NZ_CP019118,3171566,False,0.5000826090328878,3104019,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009110,7237391,True,0.715271981298233,7089735,724709,4066516,nan,nan,nan,nan,nan,nan,nan,0.6470588235294118,0.17647058823529413,0.17647058823529413,nan,nan,nan,nan,nan,nan,nan
NZ_CP015749,5030841,False,0.5039656391446281,4148654,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014568,2574013,False,0.6604337274131871,2386564,337078,1449564,602889,1685266,2142945,nan,nan,nan,nan,0.2692307692307692,0.34615384615384615,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,nan,nan,nan,nan
NZ_CP013900,4108659,True,0.6770464523826387,3479726,4104932,733769,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NZ_CP011725,4104253,True,0.6770827724314267,3739441,24066,3127095,820367,2558851,nan,nan,nan,nan,nan,0.06666666666666667,0.3333333333333333,0.3,0.23333333333333334,0.06666666666666667,nan,nan,nan,nan,nan
NZ_CP016790,3960308,False,0.3809466334436615,159126,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018059,1954607,False,0.41602889992719766,1739997,1267,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007003,2272494,False,0.5957753903860692,2272464,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011691,4101167,True,0.6771150748067563,3472232,4083562,732488,nan,nan,nan,nan,nan,nan,nan,0.375,0.3333333333333333,0.2916666666666667,nan,nan,nan,nan,nan,nan,nan
NZ_CP012006,3935688,False,0.3900690298621232,3935518,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014608,5011796,False,0.49088490433369597,550065,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_010524,4909403,False,0.6889968087769531,4883111,479587,1590080,2396542,nan,nan,nan,nan,nan,nan,0.6470588235294118,0.17647058823529413,0.11764705882352941,0.058823529411764705,nan,nan,nan,nan,nan,nan
NZ_CP013222,4879815,False,0.523153439218495,3216155,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013768,3054745,False,0.39725738154903273,2103581,819,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009452,4420776,True,0.6404635747208183,4408239,442980,3480351,870198,nan,nan,nan,nan,nan,nan,0.4,0.3,0.23333333333333334,0.06666666666666667,nan,nan,nan,nan,nan,nan
NZ_CP019030,2176678,True,0.5146117156510976,978270,26637,nan,nan,nan,nan,nan,nan,nan,nan,0.7,0.3,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022132,2197430,False,0.31181243543594106,30306,1425232,nan,nan,nan,nan,nan,nan,nan,nan,0.9090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013102,3688127,False,0.6311268565317842,500516,3341484,1443374,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NZ_CP012959,2367908,True,0.44227225044216245,872422,1398429,1160456,1765934,nan,nan,nan,nan,nan,nan,0.1111111111111111,0.3333333333333333,0.2962962962962963,0.25925925925925924,nan,nan,nan,nan,nan,nan
NZ_CP017014,4444448,False,0.6407526873978501,3977236,1183,nan,nan,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.35714285714285715,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013078,4102201,True,0.6771065094079983,3472218,45306,732543,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NC_012721,2827333,False,0.6876505172896153,6458,501738,2076520,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NZ_LT906443,2453761,False,0.5331220114754452,1484925,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009984,3222762,False,0.4657222593539331,3222329,2657185,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022654,4162569,False,0.46385225085758336,2193062,54357,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015003,7006578,False,0.6597306131466745,16260,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016894,4235115,False,0.4354913620999666,4035,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009455,4780403,False,0.6324272242319319,1399400,1817165,955769,4779599,3090683,nan,nan,nan,nan,nan,0.6923076923076923,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,nan,nan,nan,nan,nan
NZ_CP013907,4108658,True,0.6770466171679415,3479729,4104932,732656,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NC_022369,2427048,False,0.3574395726825345,7908,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011303,5326657,False,0.5519101380096372,5120311,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014141,1872821,True,0.6854184142531508,145705,1858446,1355197,817534,1001500,376739,nan,nan,nan,nan,0.22727272727272727,0.4090909090909091,0.22727272727272727,0.045454545454545456,0.045454545454545456,0.045454545454545456,nan,nan,nan,nan
NZ_CP003182,2729888,False,0.5872457038530519,2727471,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023799,2867667,False,0.38033460649371076,4920,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017655,3767292,True,0.6455010654868272,3678666,2141068,3105757,1692715,nan,nan,nan,nan,nan,nan,0.358974358974359,0.23076923076923078,0.23076923076923078,0.1794871794871795,nan,nan,nan,nan,nan,nan
NZ_CP011205,4106397,True,0.6770675119819151,3477463,45293,734637,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP018799,2537610,False,0.5148643802633186,2536557,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020880,4277585,False,0.4058469907669865,3848,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011765,4107474,True,0.6770574810698741,3479589,45306,734639,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP009087,4678571,False,0.5217127195462034,3949618,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013350,3402324,False,0.4040605774170831,3393556,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014229,3699310,True,0.6090005974087059,3245072,4098,988932,332270,nan,nan,nan,nan,nan,nan,0.375,0.4166666666666667,0.16666666666666666,0.041666666666666664,nan,nan,nan,nan,nan,nan
NZ_CP014255,3389966,False,0.381523000525669,3389298,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011172,4102209,True,0.6771042138516102,3737397,578084,70134,3318821,nan,nan,nan,nan,nan,nan,0.08,0.36,0.28,0.28,nan,nan,nan,nan,nan,nan
NZ_CP021849,2736595,True,0.381464191815011,1735129,174,nan,nan,nan,nan,nan,nan,nan,nan,0.5714285714285714,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015622,3047373,False,0.5158954942502936,3032486,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LN831776,7919576,False,0.5097280460469096,1681,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013878,4107431,True,0.6770560479287419,3742619,70146,578085,3322989,nan,nan,nan,nan,nan,nan,0.07407407407407407,0.3333333333333333,0.3333333333333333,0.25925925925925924,nan,nan,nan,nan,nan,nan
NZ_CP012868,4641665,False,0.5079058915281478,714173,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014994,4834050,False,0.5217666346024555,4821097,819114,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011849,3184851,False,0.3972722742759394,1809,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT578418,869926,True,0.2970758432326428,650489,865275,373871,192675,523399,75923,nan,nan,nan,nan,0.09090909090909091,0.3181818181818182,0.3181818181818182,0.13636363636363635,0.09090909090909091,0.045454545454545456,nan,nan,nan,nan
NZ_CP021646,4128210,False,0.4360025289411149,4117019,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017706,2172769,False,0.3782795133767096,1177230,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017810,3909699,False,0.46619573527271535,95281,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011104,5147098,False,0.44108991124707553,1919388,1275533,3433627,607329,3874273,2832057,5147075,nan,nan,nan,0.225,0.225,0.225,0.175,0.075,0.05,0.025,nan,nan,nan
NZ_CP015240,4863599,False,0.5088009928450105,2036566,4852588,3271917,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan
NZ_CP011189,4108484,True,0.6770465699756893,3479549,4104755,733522,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NZ_CP010240,5310035,True,0.5068512731083693,1641967,5309575,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023668,837471,False,0.2983183895322942,717089,13789,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007639,4751585,True,0.5218212449109086,3980720,181,3008180,813928,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.03571428571428571,nan,nan,nan,nan,nan,nan
NZ_CP011688,4103249,True,0.6770983189175213,3738437,579134,70171,3318809,nan,nan,nan,nan,nan,nan,0.08,0.36,0.28,0.28,nan,nan,nan,nan,nan,nan
NZ_CP010304,5488700,False,0.5051050339789022,4740567,3341719,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP017920,2121526,True,0.6900396224227278,1336281,1505907,1115335,88132,856515,nan,nan,nan,nan,nan,0.1,0.3,0.3,0.2,0.1,nan,nan,nan,nan,nan
NZ_CP007255,6236862,False,0.6246869018426253,640224,5171233,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013095,4103283,True,0.677099532252589,3474351,4099553,732542,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.42857142857142855,0.25,nan,nan,nan,nan,nan,nan,nan
NZ_CP011198,4111652,True,0.6770178993747525,3780125,70128,578086,3355271,nan,nan,nan,nan,nan,nan,0.038461538461538464,0.34615384615384615,0.34615384615384615,0.2692307692307692,nan,nan,nan,nan,nan,nan
NZ_CP010341,2649166,False,0.6733583323959313,2625932,749579,2412002,1000462,1614289,231165,nan,nan,nan,nan,0.2647058823529412,0.2647058823529412,0.14705882352941177,0.11764705882352941,0.11764705882352941,0.08823529411764706,nan,nan,nan,nan
NZ_CP015431,1738543,True,0.3818162679899203,1245923,1718098,1092116,592114,nan,nan,nan,nan,nan,nan,0.13333333333333333,0.6666666666666666,0.13333333333333333,0.06666666666666667,nan,nan,nan,nan,nan,nan
NZ_CP015498,2191149,False,0.37068862044525497,2182324,1994934,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011098,2705355,True,0.4103280345832617,509569,11907,2466562,1152315,1781084,nan,nan,nan,nan,nan,0.2,0.3,0.3,0.1,0.1,nan,nan,nan,nan,nan
NZ_CP007258,4678618,False,0.5217226539973984,3945304,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020284,822140,True,0.3235860072493736,3871,583806,315741,nan,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.21428571428571427,0.14285714285714285,nan,nan,nan,nan,nan,nan,nan
NZ_CP016355,3063698,False,0.4644863821434097,1995,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013835,5128614,False,0.5077650608916952,4276071,2962972,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014702,3579824,False,0.664931292711597,5474,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009561,4755838,False,0.5224852066029162,1167145,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016414,3199837,False,0.4509648460218442,2999251,12985,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011195,4103534,True,0.6771107538039163,3473551,45310,731428,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP017153,1890041,False,0.32250834770251013,1077,1689906,646790,1018868,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.21428571428571427,0.07142857142857142,0.07142857142857142,nan,nan,nan,nan,nan,nan
NZ_CP015905,2392951,False,0.35322954795146244,8557,1990623,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020595,3930178,False,0.3915082217650193,292027,1625130,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP006955,2454127,False,0.41069308964043016,2433333,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007286,4685848,False,0.5216539247538546,3956999,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012924,4790331,False,0.5217512109288481,4055903,821768,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017916,3298328,False,0.44195543924073044,2318,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019699,3629225,False,0.5044374487666099,2673,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024962,838114,True,0.3459768002920844,7698,165266,301653,658399,516986,nan,nan,nan,nan,nan,0.30303030303030304,0.21212121212121213,0.21212121212121213,0.15151515151515152,0.12121212121212122,nan,nan,nan,nan,nan
NZ_CP018871,3442728,False,0.39696891534852596,3436528,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013051,3650564,False,0.6303869758207225,3639439,715477,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP006883,5000814,False,0.6088642768957214,1184,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015228,5286558,False,0.506758840061908,4536508,2284536,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008918,2271840,True,0.4035473448834425,731975,330272,2263395,nan,nan,nan,nan,nan,nan,nan,0.21052631578947367,0.47368421052631576,0.3157894736842105,nan,nan,nan,nan,nan,nan,nan
NZ_CP019732,6546028,True,0.5841632513640332,2733,5905420,2751812,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.09090909090909091,0.09090909090909091,nan,nan,nan,nan,nan,nan,nan
NZ_CP007245,4711924,False,0.5215735652782175,3979645,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012590,3836419,True,0.7193703294660985,3374359,1150084,1528155,2488662,1873787,369686,733393,2889225,nan,nan,0.17307692307692307,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.11538461538461539,0.09615384615384616,0.09615384615384616,0.038461538461538464,nan,nan
NZ_CP011705,4111642,True,0.6770178434795636,3481663,15729,734576,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP024890,5592192,False,0.7049657808601707,4760541,31778,1685700,2215612,3147464,3768247,621970,nan,nan,nan,0.17307692307692307,0.17307692307692307,0.17307692307692307,0.17307692307692307,0.1346153846153846,0.1346153846153846,0.038461538461538464,nan,nan,nan
NZ_CP017065,3132867,False,0.47921696005607645,3129498,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011965,2458004,True,0.6021739590334271,2449756,451711,1353594,1731187,2005535,672783,1012161,nan,nan,nan,0.225,0.225,0.175,0.175,0.1,0.075,0.025,nan,nan,nan
NZ_CP013875,4102202,True,0.6771065881202339,3473268,45306,733524,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP015020,5561698,False,0.5058124335409797,3008156,18,nan,nan,nan,nan,nan,nan,nan,nan,0.6428571428571429,0.35714285714285715,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013319,3008486,False,0.4767175250275388,3008285,2201377,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP023780,2863296,False,0.38036549487024746,4721,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018031,4143824,False,0.43966008208842844,4113075,2003993,386187,1538219,nan,nan,nan,nan,nan,nan,0.6875,0.1875,0.0625,0.0625,nan,nan,nan,nan,nan,nan
NZ_CP009001,5123512,False,0.6484052345344365,5002522,269294,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012687,3412138,True,0.6652861050754688,20686,303046,1255887,nan,nan,nan,nan,nan,nan,nan,0.5625,0.3125,0.125,nan,nan,nan,nan,nan,nan,nan
NZ_CP013997,4714359,False,0.6435632076386206,576,3245542,1618433,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.29411764705882354,0.17647058823529413,nan,nan,nan,nan,nan,nan,nan
NZ_CP012390,1915154,False,0.5861173566198854,1199303,852442,590572,1380622,239563,1551915,nan,nan,nan,nan,0.21951219512195122,0.24390243902439024,0.21951219512195122,0.14634146341463414,0.0975609756097561,0.07317073170731707,nan,nan,nan,nan
NZ_CP013650,4378835,False,0.5062316803442012,4317005,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010200,4821620,False,0.5085722226139762,2490752,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011138,4480937,False,0.44868718306015015,12213,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014866,6445239,False,0.6637842289479102,6437157,5883321,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011712,4109547,True,0.6770378827642074,3480613,46029,734603,nan,nan,nan,nan,nan,nan,nan,0.34615384615384615,0.38461538461538464,0.2692307692307692,nan,nan,nan,nan,nan,nan,nan
NZ_CP015902,2571427,False,0.35255288211565017,8353,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013145,4337945,False,0.3939969271164111,4334895,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015571,2333691,True,0.40219334950514013,1005646,959,389043,nan,nan,nan,nan,nan,nan,nan,0.1,0.45,0.45,nan,nan,nan,nan,nan,nan,nan
NZ_CP015810,3117902,True,0.699742968188224,700883,2173468,3117840,1062875,1411330,1721216,2760612,393922,nan,nan,0.1111111111111111,0.2,0.2,0.15555555555555556,0.15555555555555556,0.06666666666666667,0.06666666666666667,0.044444444444444446,nan,nan
NZ_CP019596,2403402,True,0.5900307147951113,2393262,426150,1774086,691038,1193853,1488158,1995070,nan,nan,nan,0.3333333333333333,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.037037037037037035,nan,nan,nan
