RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_A_Occurance_oriC_0,G_A_Occurance_oriC_1,G_A_Occurance_oriC_2,G_A_Occurance_oriC_3,G_A_Occurance_oriC_4,G_A_Occurance_oriC_5,G_A_Occurance_oriC_6,G_A_Occurance_oriC_7,G_A_Occurance_oriC_8,G_A_Occurance_oriC_9,G_N_Occurance_oriC_0,G_N_Occurance_oriC_1,G_N_Occurance_oriC_2,G_N_Occurance_oriC_3,G_N_Occurance_oriC_4,G_N_Occurance_oriC_5,G_N_Occurance_oriC_6,G_N_Occurance_oriC_7,G_N_Occurance_oriC_8,G_N_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9
NZ_CP002007,2176073,0.41164887391185867,"(23.894157886505127, 0.23241400718688965, 27.06847310066223)",6564,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017695,1978157,0.6333829923509611,"(27.09773564338684, 0.15088462829589844, 29.855005502700806)",1292266,1509790,1685739,248847,66774,nan,nan,nan,nan,nan,0.5582386363636364,0.41063291277507613,0.32077742857081726,0.29971590909090906,0.1811994537573865,nan,nan,nan,nan,nan,0.1875,0.0625,0.0625,0.125,0.5625,nan,nan,nan,nan,nan,1.0,0.7672885528228796,0.5790548571416345,0.0,0.19478527115113664,nan,nan,nan,nan,nan,1.0,0.7672885528228796,0.5790548571416345,0.0,0.19478527115113664,nan,nan,nan,nan,nan,0.045454545454545456,0.045454545454545456,0.0,0.6363636363636364,0.2727272727272727,nan,nan,nan,nan,nan
NZ_CP006905,3153266,0.2829437795606206,"(33.37829232215881, 0.21430754661560059, 38.04773688316345)",1182325,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_015672,2526590,0.3829426222695412,"(26.342683792114258, 0.20773911476135254, 29.69123601913452)",2283798,24612,nan,nan,nan,nan,nan,nan,nan,nan,0.7582720588235294,0.2417279411764706,nan,nan,nan,nan,nan,nan,nan,nan,0.5625,0.4375,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.47058823529411764,0.5294117647058824,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014933,1889038,0.3683928009918276,"(19.614666223526, 0.18411660194396973, 21.427615642547607)",841823,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_022226,2751266,0.3279686515226081,"(28.3380925655365, 0.20920515060424805, 31.472497701644897)",241404,12049,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3,0.7,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017070,4100094,0.43846263036896227,"(42.31650114059448, 0.2278146743774414, 46.70184516906738)",2877669,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017247,4422181,0.45989094521458984,"(51.04741930961609, 0.34959912300109863, 57.00284433364868)",32353,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020433,1914006,0.37660592495530315,"(20.347554683685303, 0.14262175559997559, 22.957895517349243)",1194,1088436,nan,nan,nan,nan,nan,nan,nan,nan,0.5625,0.4375,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017684,2857060,0.3284897762035099,"(24.258137226104736, 0.1818087100982666, 27.90000295639038)",17199,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021487,2025575,0.4223353862483492,"(18.921395778656006, 0.13776469230651855, 21.809447288513184)",10450,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013263,2372202,0.5209779774235078,"(22.512203693389893, 0.1451408863067627, 24.939367532730103)",1410095,1209893,2765,216267,nan,nan,nan,nan,nan,nan,0.5464442478601673,0.5325,0.2625,0.16417612508134816,nan,nan,nan,nan,nan,nan,0.45,0.45,0.05,0.05,nan,nan,nan,nan,nan,nan,0.8276134343073392,1.0,0.0,0.1838387056498659,nan,nan,nan,nan,nan,nan,0.8281635571333299,1.0,0.0,0.18286579467552677,nan,nan,nan,nan,nan,nan,0.08,0.08,0.6,0.24,nan,nan,nan,nan,nan,nan
NZ_CP017704,5645783,0.3989737118837192,"(68.48665857315063, 0.30225181579589844, 75.37176132202148)",5631574,2568486,nan,nan,nan,nan,nan,nan,nan,nan,0.6217741935483871,0.3782258064516129,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3870967741935484,0.6129032258064516,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015173,2786116,0.32856636263529587,"(27.612138986587524, 0.19210124015808105, 31.272834300994873)",1922,712253,nan,nan,nan,nan,nan,nan,nan,nan,0.6763513513513513,0.3236486486486486,nan,nan,nan,nan,nan,nan,nan,nan,0.3,0.7,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.40540540540540543,0.5945945945945946,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014795,4300706,0.4593434194292751,"(41.70704650878906, 0.28499722480773926, 46.286048412323)",40634,2437245,nan,nan,nan,nan,nan,nan,nan,nan,0.6496212121212122,0.3503787878787879,nan,nan,nan,nan,nan,nan,nan,nan,0.4166666666666667,0.5833333333333334,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.18181818181818182,0.8181818181818182,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007032,3176073,0.4189283432717069,"(36.01951026916504, 0.21297478675842285, 40.50313639640808)",3175968,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015226,5036631,0.38332071577211035,"(49.30747628211975, 0.34731078147888184, 55.79602861404419)",5008239,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014840,4175482,0.43233787141221064,"(40.58910512924194, 0.2485051155090332, 45.879345655441284)",4060685,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015190,2366565,0.5209580129850648,"(20.622425079345703, 0.1416473388671875, 23.557957649230957)",215441,2365511,nan,nan,nan,nan,nan,nan,nan,nan,0.5931818181818183,0.40681818181818186,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.2727272727272727,0.7272727272727273,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020774,2892474,0.3804597724992515,"(27.659942150115967, 0.20119690895080566, 30.91572332382202)",2891459,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009938,4069641,0.4636580966232648,"(36.47058606147766, 0.305208683013916, 40.860193490982056)",4062392,553266,nan,nan,nan,nan,nan,nan,nan,nan,0.6483516483516483,0.3516483516483516,nan,nan,nan,nan,nan,nan,nan,nan,0.3076923076923077,0.6923076923076923,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.2857142857142857,0.7142857142857143,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015438,2834744,0.4368606124574212,"(24.8131582736969, 0.2262105941772461, 28.073631763458252)",188473,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020564,3040388,0.44869569278657856,"(25.563164234161377, 0.17224621772766113, 28.64662456512451)",1415,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021058,2275603,0.36692779891747374,"(16.974191427230835, 0.18222475051879883, 19.833313465118408)",1700199,2540,nan,nan,nan,nan,nan,nan,nan,nan,0.557608695652174,0.4423913043478261,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.13043478260869565,0.8695652173913043,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012482,3787818,0.41281550486322205,"(33.72476363182068, 0.18839406967163086, 37.22282576560974)",60896,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007007,2999248,0.3796595013149963,"(26.680530071258545, 0.1832904815673828, 30.04280400276184)",265,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP007169,3017944,0.3795878916242316,"(28.559996843338013, 0.1848433017730713, 31.959245204925537)",1013144,3017041,nan,nan,nan,nan,nan,nan,nan,nan,0.5931818181818183,0.40681818181818186,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.2727272727272727,0.7272727272727273,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020832,2897335,0.3804748156495538,"(26.08970069885254, 0.17571091651916504, 28.95034122467041)",8683,341123,nan,nan,nan,nan,nan,nan,nan,nan,0.6410714285714286,0.35892857142857143,nan,nan,nan,nan,nan,nan,nan,nan,0.1,0.9,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.4642857142857143,0.5357142857142857,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017677,2730395,0.3289524043224515,"(24.11022686958313, 0.17671418190002441, 26.19290542602539)",17022,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020873,2414726,0.5204097690586841,"(19.279534339904785, 0.15403199195861816, 22.086490869522095)",1862470,5369,nan,nan,nan,nan,nan,nan,nan,nan,0.609375,0.390625,nan,nan,nan,nan,nan,nan,nan,nan,0.4375,0.5625,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017115,2807171,0.3283850538495874,"(22.410079956054688, 0.23661255836486816, 25.68799090385437)",6864,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015018,2221607,0.44813461606845856,"(18.982098817825317, 0.19207978248596191, 21.427446365356445)",4176,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021505,4070574,0.4594118667293605,"(32.45421743392944, 0.251023530960083, 35.91069960594177)",4067392,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017763,4121999,0.4346505178676657,"(32.30868601799011, 0.3403465747833252, 37.036519050598145)",3043,2281727,nan,nan,nan,nan,nan,nan,nan,nan,0.6458333333333334,0.35416666666666663,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014936,1886832,0.3683422795458207,"(16.974276542663574, 0.13532304763793945, 19.067854642868042)",841853,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017713,2951508,0.4312056752006093,"(24.584930181503296, 0.19738078117370605, 27.42766499519348)",1038,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017094,2856605,0.32794593582241854,"(23.56034517288208, 0.2256298065185547, 26.728784799575806)",2852703,2026950,1797540,nan,nan,nan,nan,nan,nan,nan,0.6602564102564102,0.2628205128205128,0.22465408078349702,nan,nan,nan,nan,nan,nan,nan,0.38461538461538464,0.5384615384615384,0.07692307692307693,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.29488169897927047,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.2960423164624098,nan,nan,nan,nan,nan,nan,nan,0.2564102564102564,0.5128205128205128,0.23076923076923078,nan,nan,nan,nan,nan,nan,nan
NZ_CP012972,2726242,0.32892531183952123,"(23.395421028137207, 0.19128036499023438, 25.961515188217163)",2045610,15623,nan,nan,nan,nan,nan,nan,nan,nan,0.6628378378378378,0.33716216216216216,nan,nan,nan,nan,nan,nan,nan,nan,0.3,0.7,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.35135135135135137,0.6486486486486487,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019979,2096882,0.35666718489643195,"(14.503887176513672, 0.1362903118133545, 16.05386257171631)",129,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010295,2872768,0.3275015594715619,"(21.612698793411255, 0.20936822891235352, 23.737706184387207)",13028,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015185,2403502,0.5208088031547301,"(15.84924578666687, 0.09465265274047852, 17.700117111206055)",2402448,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017696,2190368,0.6000562462563368,"(14.22262191772461, 0.1945788860321045, 15.82472038269043)",1027109,1949217,2181099,nan,nan,nan,nan,nan,nan,nan,0.5323886639676113,0.3107287449392713,0.2818032614023943,nan,nan,nan,nan,nan,nan,nan,0.05263157894736842,0.47368421052631576,0.47368421052631576,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.2516206321062032,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.2480620491309044,nan,nan,nan,nan,nan,nan,nan,0.07692307692307693,0.7692307692307693,0.15384615384615385,nan,nan,nan,nan,nan,nan,nan
NZ_CP020827,2966603,0.3796032027204179,"(18.533470392227173, 0.13242101669311523, 20.441365480422974)",2965454,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013216,2100988,0.40219887024580814,"(11.434235572814941, 0.10660266876220703, 12.932615756988525)",1386126,837,nan,nan,nan,nan,nan,nan,nan,nan,0.6602564102564102,0.33974358974358976,nan,nan,nan,nan,nan,nan,nan,nan,0.3076923076923077,0.6923076923076923,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017463,2477787,0.31640088514468756,"(15.564173698425293, 0.08778691291809082, 16.93523931503296)",837224,2467167,nan,nan,nan,nan,nan,nan,nan,nan,0.6116071428571429,0.38839285714285715,nan,nan,nan,nan,nan,nan,nan,nan,0.125,0.875,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.32142857142857145,0.6785714285714286,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014912,3235324,0.4716365347025522,"(19.963228464126587, 0.12665581703186035, 22.252727270126343)",940799,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017954,3097773,0.44804315874662215,"(15.296437740325928, 0.13401508331298828, 17.20054292678833)",555,2490647,nan,nan,nan,nan,nan,nan,nan,nan,0.7013888888888888,0.2986111111111111,nan,nan,nan,nan,nan,nan,nan,nan,0.25,0.75,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.5555555555555556,0.4444444444444444,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017685,2676924,0.3293903749228592,"(10.603918552398682, 0.08849954605102539, 12.08854603767395)",1985924,14045,226858,nan,nan,nan,nan,nan,nan,nan,0.5964285714285714,0.330952380952381,0.229136579543288,nan,nan,nan,nan,nan,nan,nan,0.8,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.31373725520258994,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.3123328724943716,nan,nan,nan,nan,nan,nan,nan,0.2857142857142857,0.5238095238095238,0.19047619047619047,nan,nan,nan,nan,nan,nan,nan
NZ_CP021495,3929760,0.4649864113839013,"(21.4062340259552, 0.13409042358398438, 23.84795570373535)",3992,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009720,5213295,0.3546593852832038,"(23.994415760040283, 0.23016071319580078, 27.310518264770508)",430,4768624,nan,nan,nan,nan,nan,nan,nan,nan,0.7416666666666667,0.2583333333333333,nan,nan,nan,nan,nan,nan,nan,nan,0.5,0.5,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.4666666666666667,0.5333333333333333,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021252,2758551,0.5912879624121504,"(9.746169567108154, 0.14236736297607422, 11.54793643951416)",1142681,2291817,193287,2739641,nan,nan,nan,nan,nan,nan,0.5673076923076923,0.4192564760231061,0.3173076923076923,0.16122822774841175,nan,nan,nan,nan,nan,nan,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.15384615384615385,nan,nan,nan,nan,nan,nan,1.0,0.7024149571539859,0.0,0.22582595110488654,nan,nan,nan,nan,nan,nan,1.0,0.7053801777076694,0.0,0.22677926758106817,nan,nan,nan,nan,nan,nan,0.19230769230769232,0.19230769230769232,0.5769230769230769,0.038461538461538464,nan,nan,nan,nan,nan,nan
NZ_CP013149,3235952,0.4459948726062686,"(16.074039697647095, 0.12285304069519043, 18.159642219543457)",3191063,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
