RefSeq,Sequence_length,GC_Concentration,Time,oriC_middles_0,oriC_middles_1,oriC_middles_2,oriC_middles_3,oriC_middles_4,oriC_middles_5,oriC_middles_6,oriC_middles_7,oriC_middles_8,oriC_middles_9,Avg_Occurance_oriC_0,Avg_Occurance_oriC_1,Avg_Occurance_oriC_2,Avg_Occurance_oriC_3,Avg_Occurance_oriC_4,Avg_Occurance_oriC_5,Avg_Occurance_oriC_6,Avg_Occurance_oriC_7,Avg_Occurance_oriC_8,Avg_Occurance_oriC_9,Z_Occurance_oriC_0,Z_Occurance_oriC_1,Z_Occurance_oriC_2,Z_Occurance_oriC_3,Z_Occurance_oriC_4,Z_Occurance_oriC_5,Z_Occurance_oriC_6,Z_Occurance_oriC_7,Z_Occurance_oriC_8,Z_Occurance_oriC_9,G_Occurance_oriC_0,G_Occurance_oriC_1,G_Occurance_oriC_2,G_Occurance_oriC_3,G_Occurance_oriC_4,G_Occurance_oriC_5,G_Occurance_oriC_6,G_Occurance_oriC_7,G_Occurance_oriC_8,G_Occurance_oriC_9,D_Occurance_oriC_0,D_Occurance_oriC_1,D_Occurance_oriC_2,D_Occurance_oriC_3,D_Occurance_oriC_4,D_Occurance_oriC_5,D_Occurance_oriC_6,D_Occurance_oriC_7,D_Occurance_oriC_8,D_Occurance_oriC_9,Prediction_oriC_0,Prediction_oriC_1,Prediction_oriC_2,Prediction_oriC_3,Prediction_oriC_4,Prediction_oriC_5,Prediction_oriC_6,Prediction_oriC_7,Prediction_oriC_8,Prediction_oriC_9
NZ_CP011536,2297851,0.5074728518080589,"(174.54197907447815, 0.9962127208709717, 195.69294905662537)",2294287,801024,nan,nan,nan,nan,nan,nan,nan,nan,0.8711371664925235,0.1288628335074765,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9991257851918562,0.0008742148081437584,nan,nan,nan,nan,nan,nan,nan,nan,0.7142857142857143,0.2857142857142857,nan,nan,nan,nan,nan,nan,nan,nan,1.0593338066295805,-1.0089815528801873,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP002082,1132591,0.29412294464639044,"(83.44355964660645, 0.4307677745819092, 92.44983530044556)",29,1018438,nan,nan,nan,nan,nan,nan,nan,nan,0.8313102736249539,0.16868972637504612,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9939308208748616,0.00606917912513838,nan,nan,nan,nan,nan,nan,nan,nan,0.6,0.4,nan,nan,nan,nan,nan,nan,nan,nan,1.043976189815342,-1.0072369490869173,nan,nan,nan,nan,nan,nan,nan,nan
NC_007406,3402093,0.6204900924225175,"(271.5016164779663, 1.0354559421539307, 304.1395568847656)",3301832,232380,nan,nan,nan,nan,nan,nan,nan,nan,0.521892779958541,0.47810722004145906,nan,nan,nan,nan,nan,nan,nan,nan,0.5714285714285714,0.42857142857142855,nan,nan,nan,nan,nan,nan,nan,nan,0.9942497684470516,0.005750231552948515,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,0.07730017616683948,-0.8120165688700078,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP003949,8376953,0.6737333968568285,"(663.8628890514374, 1.7242600917816162, 761.7534472942352)",21348,7623657,nan,nan,nan,nan,nan,nan,nan,nan,0.41111111111111115,0.25555555555555554,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,1.1681240536727548,-1.2562792369202365,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014257,3376636,0.3811894441686933,"(259.8520064353943, 1.5390021800994873, 289.18335604667664)",3375968,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_009445,7456587,0.6551038699072377,"(528.2983198165894, 1.289945363998413, 598.8757617473602)",290505,4236190,nan,nan,nan,nan,nan,nan,nan,nan,0.855466612237367,0.144533387762633,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9997331700454343,0.0002668299545656172,nan,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,nan,1.0429481322823397,-1.004643177070279,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022340,3014434,0.38497708027443955,"(195.55073499679565, 0.7763257026672363, 223.49677419662476)",4681,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016874,3363658,0.3838579903188731,"(252.19366264343262, 1.160280704498291, 279.81592535972595)",1841080,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_016010,4967469,0.6491992199649359,"(367.4889030456543, 1.5205974578857422, 427.99663043022156)",4923029,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020942,1048812,0.41284996739167745,"(93.3345296382904, 0.2596745491027832, 98.85104084014893)",726831,4,820804,nan,nan,nan,nan,nan,nan,nan,0.44664030118015735,0.42065999493774514,0.19411504865490473,nan,nan,nan,nan,nan,nan,nan,0.75,0.16666666666666666,0.08333333333333333,nan,nan,nan,nan,nan,nan,nan,0.22628453990410824,0.22628453990410824,0.7316769545102051,nan,nan,nan,nan,nan,nan,nan,0.36363636363636365,0.36363636363636365,0.2727272727272727,nan,nan,nan,nan,nan,nan,nan,0.9943547366530927,-1.257206626080035,-1.3502793378110178,nan,nan,nan,nan,nan,nan,nan
NC_009708,4723306,0.4753759337209997,"(349.3452296257019, 1.3387360572814941, 397.6563506126404)",4720305,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_018627,1168490,0.39055019726313445,"(93.97043371200562, 0.37270545959472656, 105.7497010231018)",1167151,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9995334322676959,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004552,1144377,0.3986640766111168,"(87.99639391899109, 0.2909431457519531, 100.8550808429718)",1144242,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_021491,6870827,0.6159789789496956,"(492.5959084033966, 1.9754548072814941, 561.0357763767242)",14485,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012442,1185518,0.5734522799316417,"(86.5457353591919, 0.5687525272369385, 95.6092369556427)",1038199,638202,1177442,nan,nan,nan,nan,nan,nan,nan,0.28758169934640526,0.24183006535947713,0.1372549019607843,nan,nan,nan,nan,nan,nan,nan,0.5294117647058824,0.058823529411764705,0.4117647058823529,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0.6666666666666666,0.0,nan,nan,nan,nan,nan,nan,nan,-1.1930819602929725,-1.2868802495195562,-1.0081428691877088,nan,nan,nan,nan,nan,nan,nan
NC_012560,5365318,0.6567554802902642,"(412.42026591300964, 2.971149444580078, 478.6109735965729)",17876,4361590,nan,nan,nan,nan,nan,nan,nan,nan,0.8747815002415619,0.12521849975843824,nan,nan,nan,nan,nan,nan,nan,nan,0.625,0.375,nan,nan,nan,nan,nan,nan,nan,nan,0.9993445007246853,0.0006554992753147193,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0030958137750838,-1.000330885678438,nan,nan,nan,nan,nan,nan,nan,nan
NC_011985,4005130,0.6033744223033959,"(306.36865186691284, 1.6034719944000244, 349.26052021980286)",3997131,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012020,3079044,0.4953898028089238,"(237.98921632766724, 1.6750574111938477, 266.56837224960327)",1210,280310,1323295,nan,nan,nan,nan,nan,nan,nan,0.6692764690370147,0.48043176923384684,0.11355345317358667,nan,nan,nan,nan,nan,nan,nan,0.6923076923076923,0.23076923076923078,0.07692307692307693,nan,nan,nan,nan,nan,nan,nan,0.9997322411191414,0.7894734453533623,0.0005793878608409964,nan,nan,nan,nan,nan,nan,nan,0.3157894736842105,0.42105263157894735,0.2631578947368421,nan,nan,nan,nan,nan,nan,nan,1.2937754956074405,-1.0440026783421397,-1.0121503419591713,nan,nan,nan,nan,nan,nan,nan
NZ_CP009343,2040998,0.3257377028296941,"(147.62679481506348, 1.0016231536865234, 164.41374230384827)",1071040,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP014862,6183134,0.6554038777099122,"(465.4840064048767, 1.5457823276519775, 536.6545724868774)",6163010,5572473,1604068,2672592,nan,nan,nan,nan,nan,nan,0.7739916198437192,0.36267193775547696,0.19992236998387417,0.056872577687144994,nan,nan,nan,nan,nan,nan,0.6,0.2,0.06666666666666667,0.13333333333333333,nan,nan,nan,nan,nan,nan,0.9997526373089355,0.7769047021553196,0.4034708136553262,0.00024736269106462316,nan,nan,nan,nan,nan,nan,0.7222222222222222,0.1111111111111111,0.12962962962962962,0.037037037037037035,nan,nan,nan,nan,nan,nan,1.0536469231757435,-1.1932569548894856,-1.067237375921395,-1.0303354260111925,nan,nan,nan,nan,nan,nan
NC_011094,4709075,0.521741318624146,"(319.5835790634155, 1.7207379341125488, 370.88857865333557)",3962670,123,nan,nan,nan,nan,nan,nan,nan,nan,0.8079161592070969,0.2627522771306386,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,0.7873848412576543,0.4246204677555522,nan,nan,nan,nan,nan,nan,nan,nan,0.8181818181818182,0.18181818181818182,nan,nan,nan,nan,nan,nan,nan,nan,1.3090248739238097,-1.0771234499995623,nan,nan,nan,nan,nan,nan,nan,nan
NC_008817,1704176,0.3079417853555032,"(110.33272528648376, 0.7118310928344727, 125.66151452064514)",1665828,341591,465915,853196,1111841,735262,nan,nan,nan,nan,0.43827077587746627,0.32335517418064,0.29160914243460834,0.2669389037572914,0.22626430058268823,0.20008739581375168,nan,nan,nan,nan,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.3333333333333333,nan,nan,nan,nan,0.654098041918113,0.7022083796847773,0.7022083796847773,0.34545956841473136,0.34545956841473136,0.49014313982220736,nan,nan,nan,nan,0.375,0.125,0.125,0.3125,0.0,0.0625,nan,nan,nan,nan,-0.587022511064462,-1.0262411862736665,-1.0262411862736665,-1.0463697090511639,-1.255653851176775,-0.9637270050144489,nan,nan,nan,nan
NC_020064,4858216,0.5886170973048543,"(376.1091992855072, 2.544496774673462, 432.5157754421234)",4835869,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008858,6618768,0.6625081888351427,"(517.4131133556366, 2.4562909603118896, 607.4643881320953)",6600694,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020584,3974901,0.3907272155960614,"(288.7332327365875, 0.748013973236084, 314.4354476928711)",3450045,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_002945,4349904,0.6563259786882653,"(350.52652287483215, 1.3554494380950928, 398.7257432937622)",4349601,3854675,nan,nan,nan,nan,nan,nan,nan,nan,0.9160312923526965,0.08396870764730353,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9980938770580895,0.0019061229419106152,nan,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0079307299574713,-1.0151721742544462,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010050,2488699,0.3522896903161049,"(172.3664255142212, 0.7032480239868164, 193.67875623703003)",8725,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011294,4685848,0.5216731315228321,"(311.9610583782196, 1.3140454292297363, 363.8357973098755)",3957005,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.888782270693997,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663468120819909,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0004050639460322,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011745,5209548,0.5073284668842671,"(402.5233473777771, 1.2726161479949951, 432.5793466567993)",4364290,3051678,nan,nan,nan,nan,nan,nan,nan,nan,0.8005537681128662,0.19944623188713373,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9994873912951205,0.0005126087048794581,nan,nan,nan,nan,nan,nan,nan,nan,0.6521739130434783,0.34782608695652173,nan,nan,nan,nan,nan,nan,nan,nan,0.9974330523947357,-1.019623098633759,nan,nan,nan,nan,nan,nan,nan,nan
NC_017121,2906044,0.530355011830516,"(218.523104429245, 1.3330159187316895, 248.31483674049377)",2901547,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022983,4557232,0.36854213259276686,"(311.36683559417725, 2.145664930343628, 360.6141037940979)",2093883,4553950,nan,nan,nan,nan,nan,nan,nan,nan,0.7810120080998669,0.19215561486278795,nan,nan,nan,nan,nan,nan,nan,nan,0.75,0.25,nan,nan,nan,nan,nan,nan,nan,nan,0.9165654360643065,0.0029374328236578817,nan,nan,nan,nan,nan,nan,nan,nan,0.6764705882352942,0.3235294117647059,nan,nan,nan,nan,nan,nan,nan,nan,1.3853481085268617,-1.0119095805112304,nan,nan,nan,nan,nan,nan,nan,nan
NC_007952,3363523,0.6283554475471106,"(272.35130643844604, 0.5639793872833252, 311.06717109680176)",12623,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0004439049960459,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP020327,4333246,0.4426554596715718,"(330.92357110977173, 2.379638910293579, 374.8630602359772)",2073172,4333079,947354,nan,nan,nan,nan,nan,nan,nan,0.7209935364735038,0.2384740981302469,0.19419535552560216,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan,0.9996412264804027,0.00035877351959734405,0.46098897038805875,nan,nan,nan,nan,nan,nan,nan,0.6896551724137931,0.2413793103448276,0.06896551724137931,nan,nan,nan,nan,nan,nan,nan,1.3719929916948557,-1.257841193144288,-1.2586009298225216,nan,nan,nan,nan,nan,nan,nan
NC_017540,5259571,0.5755153794862737,"(379.02632308006287, 1.650217056274414, 431.2381823062897)",5124580,920196,nan,nan,nan,nan,nan,nan,nan,nan,0.8832607337336599,0.179138331464891,nan,nan,nan,nan,nan,nan,nan,nan,0.9375,0.0625,nan,nan,nan,nan,nan,nan,nan,nan,0.8122822012009796,0.374914994394673,nan,nan,nan,nan,nan,nan,nan,nan,0.9,0.1,nan,nan,nan,nan,nan,nan,nan,nan,0.9998649152240544,-1.086592391021413,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011217,1861792,0.39074450851652603,"(163.2245237827301, 0.45769286155700684, 182.87770104408264)",912,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_013716,5346659,0.5472224804312376,"(403.6366081237793, 2.8515758514404297, 452.5147330760956)",4231816,3151899,160,nan,nan,nan,nan,nan,nan,nan,0.5319536920119572,0.42562272462137596,0.31447723273777034,nan,nan,nan,nan,nan,nan,nan,0.28,0.36,0.36,nan,nan,nan,nan,nan,nan,nan,0.7842481728100652,0.6420294641867086,0.38988331111653685,nan,nan,nan,nan,nan,nan,nan,0.45161290322580644,0.3548387096774194,0.1935483870967742,nan,nan,nan,nan,nan,nan,nan,-0.4008030337404813,-0.3875989321147424,-1.1705640569812212,nan,nan,nan,nan,nan,nan,nan
NC_010644,1643562,0.39952128365099704,"(125.70444846153259, 0.7363288402557373, 138.07167887687683)",1642150,315062,1459127,467449,1062171,896231,nan,nan,nan,nan,0.6584168185100311,0.32976941090891665,0.302972466076421,0.1645771159114769,0.12591583914263232,0.06578953069631811,nan,nan,nan,nan,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,nan,nan,nan,nan,0.9990599793396171,0.5845463279648453,0.7541554934673582,0.3806361096391926,0.22298561266599226,0.0009400206603829009,nan,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,nan,nan,nan,nan,1.1988711815711914,-1.2188780911384862,-1.180579863482337,-1.1043788292709147,-0.999859535408917,-1.0165892267376941,nan,nan,nan,nan
NC_018525,4842771,0.5218376008281209,"(372.55664348602295, 2.6117677688598633, 432.013632774353)",4824187,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_020561,4054833,0.671680929892797,"(285.050008058548, 0.7421815395355225, 323.0087265968323)",2137929,3160688,7715,1615722,1269232,nan,nan,nan,nan,nan,0.4296450671563965,0.39951401513098067,0.33958516973698344,0.2265048525398378,0.10092641665684321,nan,nan,nan,nan,nan,0.03225806451612903,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.0967741935483871,nan,nan,nan,nan,nan,0.665279287490695,0.8329506475434797,0.39509959523245586,0.38919197697435204,0.2060050564221425,nan,nan,nan,nan,nan,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,nan,nan,nan,nan,nan,-1.394671900763286,-1.17364429994067,-1.2049962761143727,-1.105058014137172,-1.0269498398463819,nan,nan,nan,nan,nan
NZ_CP012958,2129092,0.4439089527366596,"(199.35519075393677, 0.3939692974090576, 219.35737872123718)",1761832,1144154,2043765,nan,nan,nan,nan,nan,nan,nan,0.5846225097530959,0.4256093426145661,0.22640530940008596,nan,nan,nan,nan,nan,nan,nan,0.42857142857142855,0.047619047619047616,0.5238095238095238,nan,nan,nan,nan,nan,nan,nan,0.7099114853032439,0.9984397494554198,0.0015602505445801995,nan,nan,nan,nan,nan,nan,nan,0.6153846153846154,0.23076923076923078,0.15384615384615385,nan,nan,nan,nan,nan,nan,nan,2.245894316827587,-1.0162161022047274,-1.2297585874212311,nan,nan,nan,nan,nan,nan,nan
NZ_CP007496,705138,0.44453284321650516,"(39.53627300262451, 0.458878755569458, 43.77650833129883)",6556,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8333333333333334,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9999320490793897,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012857,1323321,0.6445458055906315,"(109.24724650382996, 0.638988733291626, 120.7892153263092)",453380,2548,915774,nan,nan,nan,nan,nan,nan,nan,0.43137254901960786,0.21568627450980393,0.0196078431372549,nan,nan,nan,nan,nan,nan,nan,0.29411764705882354,0.6470588235294118,0.058823529411764705,nan,nan,nan,nan,nan,nan,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,-1.1640591671685039,-0.5108126283758176,-1.0086243509476711,nan,nan,nan,nan,nan,nan,nan
NZ_AP017968,3965155,0.29169301073980713,"(294.03377389907837, 2.1941492557525635, 330.3540918827057)",98,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9997433048678879,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP006711,2244624,0.5886732031734491,"(181.06322598457336, 1.0866618156433105, 201.3129324913025)",2204699,208762,1834130,404260,603486,816433,1357757,nan,nan,nan,0.65169592036934,0.3689262833620961,0.2299812186123675,0.2070739150099293,0.1739162733167073,0.08521159888413489,0.07211360344018385,nan,nan,nan,0.47619047619047616,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.09523809523809523,nan,nan,nan,0.9988972849175438,0.8039217072291456,0.5623246082180549,0.5736026974107402,0.33889167709297907,0.08801574903335707,0.001102715082456296,nan,nan,nan,0.48,0.16,0.08,0.0,0.04,0.12,0.12,nan,nan,nan,1.3332359220835768,-1.203148245612014,-1.05171376291979,-1.786403596780958,-1.1527108597770033,-1.0406884380477104,-1.0215126685994003,nan,nan,nan
NZ_CP007282,4685847,0.5216546763050522,"(341.02908992767334, 2.0861141681671143, 397.8200149536133)",3956998,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.888782270693997,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6663468120819909,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0004050639460322,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022437,4337422,0.37271356118911186,"(334.58984375, 1.2583434581756592, 366.11798310279846)",303612,4333546,675495,nan,nan,nan,nan,nan,nan,nan,0.6662807926148816,0.21036802345540576,0.18119688629667574,nan,nan,nan,nan,nan,nan,nan,0.5625,0.375,0.0625,nan,nan,nan,nan,nan,nan,nan,0.9988423778446447,0.17277073703288393,0.0019239922233605933,nan,nan,nan,nan,nan,nan,nan,0.4375,0.08333333333333333,0.4791666666666667,nan,nan,nan,nan,nan,nan,nan,1.2195277801684972,-1.0111661318420895,-1.0343929376746255,nan,nan,nan,nan,nan,nan,nan
NZ_LT906441,2175244,0.6419040806456655,"(168.86865425109863, 1.1103250980377197, 186.52448797225952)",500136,18308,1284460,nan,nan,nan,nan,nan,nan,nan,0.8241937461603319,0.28901186390736844,0.017911516997562715,nan,nan,nan,nan,nan,nan,nan,0.47368421052631576,0.47368421052631576,0.05263157894736842,nan,nan,nan,nan,nan,nan,nan,0.9988970279546802,0.3933513811957896,0.0011029720453197278,nan,nan,nan,nan,nan,nan,nan,1.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,1.0066201005946622,-1.078475934618269,-1.0083140798316217,nan,nan,nan,nan,nan,nan,nan
